GC,weightedBarPower,numProjects,stablePartners,activityType,betwCentrality
True,-0.0115567,11.0,14.0,REC,104.194
True,-0.0351261,2.0,1.0,REC,0.0
True,-0.0497,2.0,4.0,PRC,0.0
True,0.0404193,3.0,2.0,PRC,0.0
True,-0.0096396,8.0,3.0,HES,4.84511
True,-0.024696,2.0,2.0,PRC,0.0
True,-0.0583935,2.0,2.0,PRC,0.0
True,0.0595343,2.0,1.0,PRC,0.0
True,-0.0303001,15.0,37.0,PRC,0.0
True,0.0166769,5.0,7.0,PRC,3572.48
True,-0.0195447,4.0,9.0,PRC,57.1772
True,0.0352962,8.0,10.0,PRC,177.265
True,-0.0101432,5.0,2.0,PRC,0.0
True,-0.0380859,3.0,2.0,PRC,0.0
True,-0.0203104,4.0,7.0,REC,11.237
True,0.00100015,2.0,1.0,REC,0.0
True,-0.0399453,8.0,6.0,HES,0.0
True,-0.00586361,6.0,4.0,HES,268.638
True,-0.0270235,3.0,2.0,PUB,0.0
True,-0.0241488,2.0,1.0,HES,0.0
True,0.0157557,3.0,9.0,REC,50.0697
True,0.00278838,4.0,2.0,REC,0.0
True,0.0326084,7.0,5.0,PRC,3624.01
True,0.0252449,8.0,11.0,PRC,1155.94
True,0.000778989,3.0,2.0,PRC,0.0
True,-0.00877444,2.0,1.0,PRC,0.0
True,0.0103653,5.0,1.0,PRC,0.0
True,0.0119596,3.0,2.0,PRC,0.0
True,-0.0353569,4.0,10.0,PUB,0.0
True,0.0133402,3.0,3.0,PRC,13.9964
True,-0.0246291,3.0,3.0,REC,0.0
True,0.0920916,6.0,10.0,HES,0.0
True,0.00956946,3.0,2.0,PRC,113.023
True,-0.0320951,2.0,3.0,PRC,0.0
True,-0.0264399,2.0,3.0,PRC,0.0
True,-0.00581504,7.0,26.0,PUB,8906.27
True,-0.0502897,2.0,5.0,PRC,0.0
True,0.210244,3.0,5.0,PUB,0.0
True,-0.00956739,4.0,15.0,PUB,3650.05
True,-0.000988163,5.0,3.0,PRC,806.513
True,-0.00589408,12.0,14.0,HES,2962.87
True,-0.0312273,10.0,4.0,REC,6270.0
True,0.13075,2.0,1.0,PUB,0.0
True,0.0172107,7.0,5.0,REC,3137.98
True,-0.0110829,3.0,7.0,REC,3.56718
True,-0.0172971,4.0,3.0,PRC,0.0
True,-0.0125227,4.0,3.0,HES,0.0
True,-0.00940531,4.0,10.0,HES,1.02492
True,0.00718774,2.0,6.0,REC,0.0
True,-0.0101804,4.0,4.0,PRC,4.68849
True,-0.00134851,12.0,13.0,HES,58.6311
True,-0.0105961,10.0,13.0,PRC,107.032
True,-0.0261234,8.0,3.0,REC,0.0
True,-0.0188081,6.0,6.0,REC,3.39911
True,0.0218617,5.0,8.0,REC,60.5429
True,-0.0091758,4.0,7.0,REC,19.8418
True,-0.0622562,3.0,4.0,PRC,3.92836
True,-0.0248866,4.0,1.0,PRC,0.0
True,-0.0204417,2.0,1.0,PRC,0.0
True,0.0222191,4.0,2.0,HES,0.955709
True,-0.0280835,3.0,2.0,HES,0.0
True,-0.0176145,4.0,3.0,HES,0.0
True,-0.0732814,3.0,3.0,REC,0.0
True,-0.00636056,2.0,1.0,PRC,0.0
True,-0.0103118,2.0,2.0,PRC,0.0
True,-0.0548852,2.0,1.0,PUB,0.0
True,0.00907885,2.0,1.0,REC,0.0
True,-0.0242584,5.0,5.0,OTH,9406.78
True,-0.010271,15.0,10.0,PRC,3438.46
True,-0.00838509,2.0,1.0,PRC,0.0
True,-0.0702833,3.0,1.0,REC,0.0
True,0.0311822,2.0,3.0,PRC,0.0
True,0.0383525,8.0,5.0,HES,52.212
True,-0.00718423,3.0,1.0,PRC,0.0
True,0.044951,13.0,34.0,PRC,4350.96
True,-0.010479,7.0,18.0,PRC,879.347
True,0.049378,3.0,5.0,REC,378.84
True,-0.0190114,9.0,18.0,REC,242.175
True,0.00396817,3.0,5.0,PRC,51.9935
True,-0.0204098,3.0,10.0,OTH,7.53141
True,-0.0163488,2.0,3.0,PRC,0.0
True,-0.00198458,6.0,3.0,HES,419.534
True,-0.042959,7.0,2.0,PRC,0.0
True,-0.0473403,4.0,1.0,PRC,0.0
True,-0.0173649,15.0,18.0,PRC,1462.94
True,0.00800766,8.0,38.0,REC,188.288
True,0.0306339,6.0,30.0,REC,222.362
True,0.0512898,4.0,7.0,OTH,2.33083
True,-0.0209489,7.0,7.0,PRC,1827.22
True,0.0150135,4.0,9.0,HES,91.6448
True,-0.0149926,4.0,13.0,REC,118.938
True,-0.0193068,3.0,1.0,REC,0.0
True,-0.0351932,2.0,1.0,REC,0.0
True,0.0156953,14.0,13.0,PRC,9788.69
True,0.100284,4.0,2.0,REC,11.7686
True,-0.0196955,10.0,3.0,HES,6.2472
True,-0.0192049,4.0,3.0,PUB,0.0
True,0.0214261,3.0,6.0,OTH,41.0488
True,-0.0113025,6.0,9.0,PRC,1354.04
True,-0.0173683,4.0,17.0,PUB,0.343686
True,-0.0192527,2.0,8.0,PRC,0.0
True,0.0173991,2.0,1.0,PRC,0.0
True,-0.00788029,5.0,1.0,HES,0.0
True,-0.106468,2.0,3.0,PUB,0.0
True,0.0476015,2.0,3.0,PRC,0.0
True,0.0398884,7.0,3.0,HES,0.458766
True,-0.0528789,2.0,1.0,PRC,0.0
True,-0.00454944,2.0,1.0,PRC,0.0
True,0.0034427,6.0,8.0,REC,20.3045
True,-0.0101061,4.0,1.0,PRC,0.0
True,0.0046813,13.0,23.0,PRC,6755.22
True,0.0809928,3.0,1.0,PRC,0.0
True,-0.0744904,11.0,9.0,PRC,275.279
True,0.00127794,17.0,15.0,HES,384.862
True,-0.026646,7.0,24.0,PUB,4.5501
True,0.0297512,8.0,4.0,OTH,15.4953
True,-0.0325466,2.0,1.0,PUB,0.0
True,-0.0406195,5.0,2.0,PRC,0.0
True,-0.0104869,7.0,14.0,HES,99.2613
True,-0.00507503,11.0,17.0,PRC,9154.14
True,-0.0101776,4.0,2.0,REC,0.0
True,0.248299,3.0,1.0,PUB,0.0
True,-0.00864142,3.0,2.0,PRC,0.0
True,-0.0229862,3.0,16.0,PUB,0.0
True,-0.0288965,2.0,16.0,PUB,0.0
True,-0.0376768,2.0,16.0,PUB,0.0
True,-0.0289713,2.0,16.0,REC,0.0
True,-0.00966926,4.0,22.0,REC,170.437
True,-0.0184206,10.0,6.0,REC,0.0
True,-0.0131966,3.0,2.0,REC,0.0
True,0.00657614,38.0,53.0,REC,11397.8
True,-0.0346368,4.0,1.0,PRC,0.0
True,0.0780885,2.0,3.0,PRC,0.0
True,0.0563601,5.0,5.0,PRC,259.909
True,0.0163674,14.0,43.0,PUB,516.836
True,-0.0352294,43.0,76.0,HES,10233.0
True,-0.0553105,3.0,1.0,REC,0.0
True,0.0260546,5.0,2.0,PRC,0.0
True,-0.0741401,3.0,4.0,REC,29.051
True,0.139845,3.0,3.0,REC,2.39983
True,0.0331713,4.0,1.0,REC,0.0
True,0.0999914,2.0,1.0,PRC,0.0
True,-0.0100125,5.0,2.0,REC,0.0
True,-0.0285869,8.0,12.0,HES,6247.34
True,0.00827383,3.0,3.0,REC,0.0
True,0.0780875,3.0,2.0,REC,3.12
True,-0.0145996,2.0,3.0,REC,0.0
True,-0.00190833,3.0,2.0,REC,937.791
True,0.0308314,6.0,5.0,PUB,45.2725
True,-0.0152983,2.0,1.0,REC,0.0
True,-0.00491431,2.0,1.0,REC,0.0
True,-0.00888896,2.0,2.0,REC,0.0
True,-0.00645052,5.0,10.0,HES,17.2445
True,-0.000625096,6.0,7.0,REC,4.02046
True,-0.0375317,4.0,2.0,PRC,3136.0
True,-0.0101677,2.0,1.0,REC,0.0
True,0.0913712,23.0,37.0,PRC,0.0
True,0.0392185,12.0,38.0,PRC,146.793
True,-0.00695439,2.0,1.0,PRC,0.0
True,-0.0304369,2.0,4.0,PRC,0.0
True,-0.0190214,5.0,5.0,PRC,75.591
True,-0.0649898,4.0,4.0,REC,0.0
True,-0.0183454,4.0,1.0,REC,0.0
True,0.0648836,17.0,37.0,PRC,0.0
True,-0.0293984,3.0,2.0,PRC,0.0
True,-0.0221159,7.0,5.0,PRC,3146.9
True,-0.0108426,4.0,3.0,REC,0.0
True,0.0136358,10.0,12.0,REC,11460.1
True,-0.0020459,5.0,3.0,HES,0.0
True,0.0389748,7.0,13.0,PRC,134.706
True,0.0181405,5.0,1.0,REC,0.0
True,-0.0465931,2.0,2.0,PRC,0.0
True,-0.0270943,2.0,1.0,PUB,0.0
True,-0.0232971,2.0,1.0,REC,0.0
True,-0.0889276,2.0,2.0,PRC,0.0
True,-0.031259,2.0,1.0,PRC,0.0
True,-0.0179858,3.0,2.0,PRC,0.0
True,0.00393088,4.0,2.0,PRC,0.0
True,0.0276291,4.0,5.0,REC,205.572
True,0.0520442,4.0,1.0,PRC,0.0
True,-0.0232814,2.0,1.0,REC,0.0
True,0.0084581,2.0,1.0,OTH,0.0
True,-0.0850674,3.0,4.0,PRC,0.0
True,-0.00497885,2.0,2.0,PRC,0.0
True,0.00794395,11.0,12.0,HES,6923.59
True,0.0633279,4.0,3.0,PRC,193.162
True,-0.0115588,3.0,1.0,PRC,0.0
True,0.00206555,3.0,1.0,PRC,0.0
True,0.0368228,6.0,4.0,REC,44.259
True,0.0114937,4.0,2.0,PRC,515.953
True,-0.0472495,4.0,4.0,PRC,6.38425
True,-0.0204187,6.0,3.0,REC,1.33306
True,0.00792094,5.0,4.0,REC,13.1072
True,-0.015247,4.0,2.0,PRC,0.0
True,-0.0282741,3.0,2.0,REC,0.0
True,0.0127817,5.0,2.0,PUB,0.0
True,0.0770618,2.0,1.0,PUB,0.0
True,0.024381,4.0,2.0,PRC,3136.0
True,-0.074338,2.0,1.0,PRC,0.0
True,-0.0415743,4.0,10.0,OTH,24.2894
True,-0.027706,4.0,7.0,PRC,0.0
True,-0.0532249,3.0,1.0,PRC,0.0
True,-0.0310437,5.0,3.0,PRC,6.02095
True,0.0219333,11.0,18.0,REC,4547.34
True,-0.0352607,8.0,10.0,PRC,62.8786
True,-0.00894866,3.0,2.0,PRC,0.0
True,0.00429485,12.0,14.0,HES,171.469
True,0.0164374,3.0,7.0,REC,14.0164
True,-0.000189364,5.0,2.0,PRC,1.1794
True,0.0474678,4.0,1.0,PRC,0.0
True,-0.0240887,3.0,1.0,PRC,0.0
True,0.0279247,3.0,1.0,HES,0.0
True,0.0320776,2.0,10.0,PRC,0.0
True,0.0160892,2.0,10.0,PRC,0.0
True,0.0115215,2.0,10.0,PRC,0.0
True,0.0548213,3.0,10.0,REC,0.0
True,0.00853843,2.0,10.0,PRC,0.0
True,-0.0279303,2.0,1.0,PRC,0.0
True,0.0226213,2.0,10.0,PRC,0.0
True,0.000392389,2.0,10.0,PRC,0.0
True,-0.0222838,3.0,10.0,PRC,0.0
True,0.010742,2.0,10.0,PRC,0.0
True,0.0101763,16.0,15.0,REC,4278.38
True,-0.00905768,4.0,11.0,REC,13.3392
True,0.00709635,4.0,7.0,REC,0.0
True,-0.0160808,13.0,17.0,HES,289.694
True,-0.00201999,5.0,9.0,PRC,38.5773
True,-0.0129156,17.0,42.0,PRC,1051.58
True,0.00109377,3.0,4.0,PRC,0.0
True,0.0648071,8.0,12.0,PRC,959.583
True,-0.0455143,2.0,2.0,PUB,0.0
True,-0.00120496,7.0,3.0,HES,1.37672
True,-0.00820923,2.0,7.0,REC,0.0
True,-0.0426285,2.0,3.0,REC,0.0
True,0.0484207,2.0,4.0,REC,0.0
True,-0.00581309,3.0,8.0,HES,65.3582
True,0.0105721,9.0,35.0,PRC,1563.48
True,0.00182379,12.0,35.0,PRC,5663.04
True,-0.00161184,3.0,16.0,PRC,117.327
True,-0.014302,3.0,3.0,PRC,0.0
True,-0.00765278,4.0,11.0,PUB,348.795
True,0.0126573,11.0,43.0,PUB,7603.56
True,-0.0109089,3.0,20.0,PRC,171.427
True,-0.0204056,5.0,28.0,OTH,789.64
True,-0.00970637,2.0,1.0,PRC,0.0
True,-0.00467681,3.0,3.0,REC,0.0
True,-0.0121152,2.0,7.0,PRC,0.0
True,-0.0158612,3.0,21.0,PRC,870.966
True,-0.0101717,6.0,25.0,PUB,557.434
True,-0.00537835,3.0,13.0,PRC,0.0
True,-0.0177044,2.0,7.0,PRC,0.0
True,0.00361729,5.0,24.0,PRC,559.572
True,0.0203881,2.0,12.0,PRC,0.0
True,0.0844599,8.0,29.0,PRC,796.047
True,0.00146803,6.0,22.0,PRC,469.161
True,-0.0378816,2.0,2.0,PRC,0.0
True,0.0516534,3.0,2.0,REC,0.0
True,0.00973756,11.0,21.0,REC,6393.81
True,-0.002232,5.0,5.0,OTH,2445.38
True,-0.0111354,5.0,2.0,REC,0.0
True,0.00980784,3.0,1.0,REC,0.0
True,-0.0193376,3.0,1.0,PRC,0.0
True,-0.0149329,2.0,2.0,HES,0.0
True,-0.00782896,3.0,2.0,PRC,2.59866
True,-0.00995664,3.0,1.0,HES,0.0
True,-0.0677124,2.0,3.0,REC,0.0
True,-0.0174843,3.0,1.0,PRC,0.0
True,-0.0289531,2.0,1.0,REC,0.0
True,0.00562714,2.0,4.0,PRC,0.0
True,-0.0226993,7.0,8.0,PRC,9069.47
True,0.000195453,2.0,2.0,PRC,0.0
True,0.0233549,8.0,1.0,REC,0.0
True,-0.0563326,2.0,2.0,PUB,0.0
True,-0.0252193,15.0,20.0,REC,4414.93
True,0.00367826,9.0,11.0,PUB,816.475
True,-0.00966309,3.0,1.0,PRC,0.0
True,-0.00491751,8.0,6.0,PRC,3136.36
True,-0.0625556,3.0,1.0,PRC,0.0
True,0.00237359,2.0,1.0,OTH,0.0
True,0.000500219,16.0,19.0,REC,4727.09
True,0.0342336,5.0,7.0,HES,39.8939
True,-0.0444035,2.0,1.0,REC,0.0
True,-0.0114609,8.0,6.0,HES,5796.31
True,-0.0110284,2.0,2.0,PRC,0.0
True,-0.0075804,2.0,2.0,PRC,0.0
True,0.0391276,3.0,3.0,PRC,3136.0
True,-0.0247062,3.0,8.0,OTH,0.0
True,0.274436,5.0,14.0,REC,5822.16
True,-0.0790932,2.0,4.0,PRC,0.0
True,-0.0187442,2.0,2.0,PRC,0.0
True,0.0732057,2.0,2.0,PRC,0.0
True,-0.0381893,2.0,1.0,PRC,0.0
True,0.01948,9.0,12.0,REC,445.692
True,0.0109664,5.0,5.0,PRC,3.68812
True,-0.0202229,2.0,1.0,PRC,0.0
True,-0.0397556,7.0,6.0,OTH,0.0
True,-0.00967651,8.0,14.0,PRC,1002.61
True,0.04296,6.0,10.0,PRC,6085.59
True,-0.0116504,8.0,5.0,HES,930.073
True,-0.0557058,3.0,2.0,PRC,0.0
True,-0.00553763,2.0,3.0,PRC,0.0
True,-0.0391793,2.0,2.0,PRC,0.0
True,0.0419989,13.0,23.0,PRC,11756.1
True,-0.00612375,9.0,7.0,REC,6305.75
True,-0.00370782,9.0,8.0,PRC,710.728
True,-0.0720585,10.0,13.0,HES,1191.77
True,-0.0287293,2.0,1.0,PRC,0.0
True,-0.0709015,4.0,2.0,PRC,0.0
True,0.0149887,4.0,2.0,PRC,0.0
True,0.0352258,6.0,4.0,PRC,111.027
True,-5.50421e-05,4.0,1.0,REC,0.0
True,-0.0265838,3.0,2.0,PRC,3136.0
True,0.00751636,2.0,1.0,PRC,0.0
True,-0.0382138,3.0,1.0,PRC,0.0
True,-0.0200718,9.0,5.0,HES,79.835
True,0.0178048,7.0,2.0,REC,3136.0
True,-0.00839714,5.0,6.0,HES,0.0
True,-0.0861288,4.0,1.0,PRC,0.0
True,-0.0101604,3.0,3.0,PRC,0.0
True,0.0129754,4.0,2.0,PRC,0.0
True,-0.0130401,3.0,1.0,PRC,0.0
True,-0.0282953,4.0,9.0,OTH,255.229
True,0.0240262,9.0,2.0,HES,0.0
True,-0.0544436,5.0,2.0,REC,0.0
True,-0.0158736,8.0,6.0,OTH,43.8553
True,-0.0461688,2.0,1.0,PRC,0.0
True,-0.0294563,4.0,4.0,PRC,0.0
True,0.0650068,3.0,1.0,PRC,0.0
True,0.0522065,2.0,6.0,PRC,0.0
True,-0.00122887,2.0,6.0,PRC,0.0
True,-0.0158103,3.0,6.0,PRC,0.0
True,-0.0719015,2.0,6.0,PRC,0.0
True,0.0190724,2.0,2.0,PRC,0.0
True,0.0203391,3.0,6.0,PRC,0.0
True,0.0534524,2.0,1.0,PRC,0.0
True,0.0108164,29.0,53.0,PRC,16252.3
True,-0.00801092,2.0,1.0,PRC,0.0
True,-0.0171975,2.0,1.0,PRC,0.0
True,0.0416689,2.0,1.0,PRC,0.0
True,-0.0103145,2.0,1.0,PRC,0.0
True,-0.070472,5.0,4.0,PRC,6271.0
True,-0.021014,2.0,1.0,HES,0.0
True,-0.0344172,4.0,5.0,OTH,2.52024
True,-0.0107943,2.0,1.0,HES,0.0
True,0.0184055,6.0,6.0,PRC,178.518
True,0.00115631,4.0,8.0,PRC,4.42459
True,0.0608321,5.0,5.0,PRC,92.1583
True,-0.0023295,3.0,4.0,PRC,65.3144
True,-0.0247823,2.0,3.0,PRC,0.0
True,0.00183326,10.0,20.0,PRC,6535.3
True,-0.00945929,3.0,10.0,REC,1.23253
True,-0.0258157,2.0,1.0,PRC,0.0
True,-0.0237496,6.0,6.0,PRC,8970.62
True,-0.0330493,7.0,4.0,PRC,9.48043
True,-0.0142763,2.0,1.0,PRC,0.0
True,-0.0515445,2.0,1.0,REC,0.0
True,-0.00354164,4.0,4.0,REC,0.0
True,-0.00684168,3.0,2.0,PRC,0.0
True,0.0160488,3.0,4.0,REC,0.0
True,-0.00402573,3.0,5.0,REC,717.011
True,-0.0105112,9.0,21.0,PRC,397.898
True,0.0208659,4.0,5.0,PRC,0.248256
True,-0.00561235,4.0,2.0,PRC,3136.0
True,-0.0428222,2.0,3.0,REC,0.0
True,-0.0512001,3.0,4.0,HES,0.0
True,-0.003898,18.0,37.0,PRC,0.0
True,0.00647078,7.0,24.0,PRC,111.535
True,-0.00827495,3.0,1.0,REC,0.0
True,-0.0202877,6.0,4.0,PUB,52.3018
True,-0.00953634,2.0,1.0,PRC,0.0
True,-0.0141076,3.0,1.0,REC,0.0
True,0.0115536,3.0,4.0,REC,18.6493
True,-0.0123371,2.0,2.0,PRC,0.0
True,-0.0394605,2.0,3.0,OTH,0.0
True,-0.0394709,2.0,1.0,PRC,0.0
True,-0.00476447,4.0,4.0,HES,0.0
True,-0.040681,4.0,3.0,PRC,24.1905
True,0.017824,3.0,2.0,PRC,0.0
True,-0.0478154,3.0,8.0,HES,32.7513
True,0.008879,6.0,20.0,REC,1545.94
True,-0.0345308,2.0,7.0,HES,0.0
True,0.0168892,2.0,7.0,PRC,0.0
True,0.0020252,2.0,1.0,PRC,0.0
True,0.0297053,3.0,2.0,PRC,0.0
True,-0.010506,2.0,2.0,OTH,0.0
True,0.00168739,3.0,3.0,PRC,0.0
True,0.00364273,3.0,3.0,OTH,6271.0
True,0.00507426,2.0,1.0,REC,0.0
True,-0.00303622,2.0,1.0,HES,0.0
True,0.0142327,4.0,5.0,PRC,0.804284
True,-0.0472335,4.0,3.0,PRC,1.04023
True,-0.0251773,6.0,1.0,HES,0.0
True,-0.103395,4.0,1.0,PRC,0.0
True,-0.0311266,2.0,1.0,PRC,0.0
True,-0.0338992,4.0,12.0,PRC,3428.22
True,-0.00442703,3.0,11.0,PRC,292.219
True,0.00207132,3.0,3.0,PRC,0.0
True,-0.00207311,2.0,3.0,PRC,0.0
True,-0.0347099,2.0,3.0,PRC,0.0
True,0.110317,3.0,5.0,OTH,154.297
True,-0.0538611,2.0,3.0,OTH,0.0
True,-0.0334526,3.0,1.0,PUB,0.0
True,0.0249511,7.0,5.0,OTH,96.1238
True,0.00291332,15.0,44.0,REC,6868.8
True,-0.00805852,3.0,1.0,REC,0.0
True,-0.0417488,2.0,1.0,REC,0.0
True,-0.0120006,7.0,19.0,REC,1043.5
True,-0.0260043,3.0,3.0,PUB,0.0
True,-0.0370495,3.0,2.0,OTH,0.0
True,-0.000728662,2.0,2.0,REC,0.0
True,-0.0225182,7.0,8.0,REC,78.4153
True,-0.000688339,2.0,4.0,REC,0.0
True,-0.0404822,2.0,1.0,REC,0.0
True,-0.00127949,3.0,2.0,REC,0.0
True,-0.0154118,2.0,1.0,PUB,0.0
True,-0.0161784,3.0,6.0,REC,745.803
True,0.0121486,5.0,13.0,REC,275.656
True,-0.0265201,5.0,9.0,HES,49.1265
True,7.40738e-05,5.0,28.0,PUB,78.3332
True,0.0141307,2.0,2.0,PRC,0.0
True,0.000973511,2.0,2.0,PRC,0.0
True,-0.00618538,5.0,4.0,REC,0.0
True,-0.023439,4.0,8.0,PUB,0.0
True,-0.00295378,3.0,3.0,REC,0.0
True,-0.0174067,5.0,12.0,REC,58.3254
True,-0.0222212,2.0,8.0,PUB,0.0
True,-0.0144437,2.0,1.0,REC,0.0
True,-0.0292336,3.0,4.0,HES,202.214
True,-0.0302172,3.0,3.0,HES,0.0
True,-0.0093548,2.0,1.0,REC,0.0
True,-0.0347644,2.0,3.0,PRC,0.0
True,-0.00416724,7.0,1.0,REC,0.0
True,-0.0172081,2.0,2.0,PRC,0.0
True,-0.0629843,3.0,5.0,OTH,3.89822
True,-0.0476535,6.0,6.0,REC,3139.35
True,-0.036094,3.0,1.0,HES,0.0
True,0.0414381,2.0,1.0,PRC,0.0
True,-0.0191449,3.0,2.0,PUB,0.0
True,0.031183,4.0,7.0,OTH,6284.37
True,-0.0179487,7.0,3.0,PUB,3136.0
True,0.0061584,3.0,1.0,PRC,0.0
True,-0.0189084,2.0,1.0,PRC,0.0
True,0.0160266,4.0,4.0,REC,23.9756
True,-0.00188732,4.0,9.0,PRC,41.2619
True,0.0268308,2.0,1.0,PRC,0.0
True,-0.0384351,10.0,37.0,PRC,0.0
True,-0.0131275,7.0,11.0,REC,32.61
True,0.00191971,2.0,1.0,PRC,0.0
True,-0.0188313,3.0,1.0,PRC,0.0
True,0.00591742,4.0,5.0,REC,10.0265
True,0.0158229,2.0,3.0,PRC,0.0
True,-0.0314394,7.0,1.0,HES,0.0
True,-0.00848151,3.0,3.0,REC,4.09068
True,-0.0114717,2.0,1.0,PRC,0.0
True,-0.00997041,4.0,3.0,HES,0.0
True,-0.0322745,10.0,1.0,HES,0.0
True,-0.0191926,2.0,9.0,OTH,0.0
True,-0.00694809,2.0,9.0,PRC,0.0
True,0.0272277,2.0,9.0,PRC,0.0
True,0.0535369,6.0,17.0,PRC,2034.52
True,0.0176892,4.0,2.0,PRC,0.0
True,0.000714749,3.0,1.0,PRC,0.0
True,-0.0218826,5.0,4.0,PRC,3180.04
True,0.0440576,4.0,2.0,REC,0.0
True,-0.0428326,2.0,5.0,PUB,0.0
True,0.00653943,4.0,5.0,PUB,0.0
True,-0.0290784,3.0,5.0,PUB,0.0
True,-0.0301929,2.0,2.0,PRC,0.0
True,-0.0195078,5.0,4.0,PRC,0.0
True,-0.0185196,2.0,3.0,REC,0.0
True,0.022665,2.0,6.0,OTH,0.0
True,-0.0189291,2.0,6.0,OTH,0.0
True,0.00183314,3.0,6.0,OTH,0.0
True,-0.00946322,5.0,7.0,PRC,113.631
True,-0.0393984,4.0,11.0,PRC,156.461
True,0.0519358,5.0,13.0,PRC,94.3605
True,-0.0484647,4.0,13.0,PRC,46.7018
True,-0.0324892,3.0,9.0,PRC,43.881
True,0.102522,6.0,13.0,PRC,46.7018
True,-0.00530636,4.0,5.0,PRC,0.970516
True,-0.0259148,4.0,4.0,PRC,8.18722
True,-0.00625976,5.0,3.0,REC,6271.0
True,-0.00316085,2.0,1.0,OTH,0.0
True,0.000519515,12.0,39.0,HES,4129.32
True,-0.0304707,3.0,1.0,PUB,0.0
True,-0.0239256,2.0,3.0,PRC,0.0
True,-0.166697,2.0,3.0,OTH,0.0
True,-0.090625,2.0,3.0,PRC,0.0
True,-0.0375,2.0,3.0,OTH,0.0
True,-0.00515564,2.0,2.0,REC,0.0
True,0.284458,3.0,1.0,HES,0.0
True,-0.0287959,2.0,1.0,PRC,0.0
True,-0.0419756,3.0,1.0,PRC,0.0
True,0.0188977,2.0,6.0,PRC,0.0
True,-0.033622,7.0,8.0,PUB,78.2602
True,-0.0251327,8.0,16.0,HES,321.118
True,-0.0276586,2.0,6.0,REC,0.0
True,0.0213454,3.0,1.0,REC,0.0
True,0.131284,2.0,3.0,PRC,0.0
True,-0.0558525,3.0,3.0,PRC,2.38166
True,-0.00290116,9.0,57.0,REC,528.769
True,0.00696636,6.0,24.0,REC,89.8154
True,-0.00145124,2.0,1.0,PRC,0.0
True,-0.0585221,2.0,2.0,PUB,0.0
True,-0.022149,3.0,2.0,OTH,0.0
True,-0.00859165,7.0,26.0,REC,200.438
True,-0.00578139,9.0,30.0,REC,418.183
True,-0.0203422,2.0,4.0,HES,0.0
True,-0.0214249,5.0,10.0,REC,3.81507
True,0.00981195,2.0,5.0,PRC,0.0
True,-0.0537229,2.0,1.0,HES,0.0
True,-0.0205029,2.0,5.0,PRC,0.0
True,-0.0409123,3.0,2.0,PRC,0.0
True,-0.0199881,2.0,5.0,PRC,0.0
True,-0.0135005,3.0,3.0,OTH,3136.0
True,-0.00214228,2.0,5.0,PRC,0.0
True,-0.0213549,2.0,1.0,PUB,0.0
True,0.0240175,5.0,6.0,PRC,1.34162
True,0.0608281,2.0,1.0,PRC,0.0
True,-0.0318759,2.0,1.0,PRC,0.0
True,-0.00842836,3.0,6.0,PRC,510.568
True,-0.0026158,2.0,3.0,PRC,0.0
True,-0.016248,2.0,3.0,PRC,0.0
True,-0.0060152,4.0,3.0,PRC,0.0
True,-0.00325122,4.0,2.0,PRC,0.0
True,-0.004787,2.0,5.0,PUB,0.0
True,0.00261372,3.0,1.0,REC,0.0
True,-0.0482725,2.0,4.0,PRC,0.0
True,-0.0364904,2.0,4.0,PRC,0.0
True,0.0329649,3.0,2.0,PRC,0.0
True,0.114482,3.0,1.0,PUB,0.0
True,-0.00974539,3.0,1.0,PRC,0.0
True,0.0045594,6.0,5.0,REC,198.666
True,-0.108667,2.0,5.0,REC,0.0
True,-0.0581667,2.0,5.0,OTH,0.0
True,0.0240767,4.0,8.0,REC,3340.06
True,0.0225735,2.0,1.0,REC,0.0
True,-0.0125644,7.0,20.0,REC,30.2301
True,-0.0154655,5.0,33.0,REC,2570.15
True,0.0331265,3.0,26.0,REC,41.5139
True,-0.0153853,2.0,23.0,REC,0.0
True,-0.0117341,3.0,16.0,PRC,0.10395
True,-0.0187908,5.0,26.0,REC,11.4233
True,-0.0234362,2.0,8.0,REC,0.0
True,-0.0182726,2.0,2.0,REC,0.0
True,0.0815824,2.0,10.0,PUB,0.0
True,-0.00616543,3.0,10.0,PRC,0.0
True,-0.00729726,4.0,10.0,HES,0.0
True,-0.00869595,2.0,10.0,HES,0.0
True,-0.0330965,2.0,8.0,PRC,0.0
True,0.00915511,4.0,10.0,PRC,2.6328
True,-0.00261381,2.0,3.0,PRC,0.0
True,-0.0866575,6.0,2.0,PRC,3136.0
True,-0.0238683,2.0,1.0,REC,0.0
True,0.0202776,2.0,2.0,REC,0.0
True,-0.00205252,3.0,4.0,REC,0.0
True,-0.0270272,4.0,7.0,PRC,75.0034
True,0.00561209,5.0,1.0,REC,0.0
True,-0.0279853,6.0,2.0,HES,0.0
True,-0.0190573,6.0,10.0,PRC,59.466
True,-0.0272129,3.0,3.0,PRC,0.0
True,0.452988,2.0,3.0,OTH,0.0
True,-0.20531,2.0,3.0,PRC,0.0
True,-0.0454974,4.0,3.0,HES,0.0991971
True,-0.0382953,3.0,2.0,PRC,0.0
True,-0.0442479,6.0,2.0,HES,0.0
True,-0.028943,6.0,3.0,HES,0.0
True,-0.046307,3.0,4.0,HES,0.0
True,-0.0190368,2.0,12.0,OTH,0.0
True,-0.012085,3.0,14.0,REC,1.80914
